,TraceId, Cost_DISTANCE, ExecutionTime_DISTANCE, Cost_TRIE_STREAMING_fix1_x, ExecutionTime_TRIE_STREAMING_fix1_x, Cost_TRIE_STREAMING_fix1_y, ExecutionTime_TRIE_STREAMING_fix1_y, Cost_TRIE_STREAMING_fix1, ExecutionTime_TRIE_STREAMING_fix1, Cost_TRIE_STREAMING_fix3_x, ExecutionTime_TRIE_STREAMING_fix3_x, Cost_TRIE_STREAMING_fix3_y, ExecutionTime_TRIE_STREAMING_fix3_y, Cost_TRIE_STREAMING_fix3, ExecutionTime_TRIE_STREAMING_fix3, Cost_TRIE_STREAMING_fix5_x, ExecutionTime_TRIE_STREAMING_fix5_x, Cost_TRIE_STREAMING_fix5_y, ExecutionTime_TRIE_STREAMING_fix5_y, Cost_TRIE_STREAMING_fix5, ExecutionTime_TRIE_STREAMING_fix5, Cost_TRIE_STREAMING_disc1_x, ExecutionTime_TRIE_STREAMING_disc1_x, Cost_TRIE_STREAMING_disc1_y, ExecutionTime_TRIE_STREAMING_disc1_y, Cost_TRIE_STREAMING_disc1, ExecutionTime_TRIE_STREAMING_disc1, Cost_TRIE_STREAMING_disc3_x, ExecutionTime_TRIE_STREAMING_disc3_x, Cost_TRIE_STREAMING_disc3_y, ExecutionTime_TRIE_STREAMING_disc3_y, Cost_TRIE_STREAMING_disc3, ExecutionTime_TRIE_STREAMING_disc3, Cost_TRIE_STREAMING_disc5_x, ExecutionTime_TRIE_STREAMING_disc5_x, Cost_TRIE_STREAMING_disc5_y, ExecutionTime_TRIE_STREAMING_disc5_y, Cost_TRIE_STREAMING_disc5, ExecutionTime_TRIE_STREAMING_disc5
0,0,18,182,79,7,79,5,79,6,77,9,77,9,77,9,75,23,75,11,75,14,79,13,79,10,79,6,77,18,77,24,77,18,38,94,38,64,38,69
1,1,41,213,92,12,92,10,92,11,88,18,88,23,88,16,88,34,88,27,88,27,92,24,92,18,92,11,88,31,88,39,88,31,88,162,88,108,88,116
2,2,30,204,54,13,54,13,54,14,50,20,50,20,50,27,33,15,33,16,33,16,65,24,65,19,65,14,33,21,33,27,33,22,50,174,50,116,50,127
3,3,30,206,57,15,57,13,57,21,54,18,54,17,54,17,41,22,41,19,41,28,56,25,56,21,56,24,45,26,45,40,45,26,41,195,41,123,41,133
4,4,19,156,32,7,32,6,32,7,28,10,28,8,28,9,28,10,28,10,28,12,32,10,32,11,32,7,28,12,28,17,28,11,28,23,28,17,28,18
5,5,32,195,59,13,59,17,59,11,51,22,51,18,51,17,47,24,47,21,47,23,51,23,51,18,51,11,51,24,51,32,51,25,47,183,47,115,47,127
6,6,31,184,80,18,80,16,80,19,76,28,76,27,76,31,76,39,76,39,76,54,80,30,80,29,80,16,76,36,76,57,76,37,48,187,48,121,48,133
7,7,33,170,79,6,79,5,79,8,75,10,75,10,75,10,34,26,34,16,34,25,44,19,44,12,44,7,34,21,34,26,34,24,34,137,34,92,34,100
8,8,54,303,72,31,72,19,72,31,86,36,86,35,86,36,82,78,82,69,82,59,86,42,86,33,86,20,86,44,86,51,86,47,82,226,82,153,82,167
9,9,22,186,41,11,41,11,41,13,25,12,25,11,25,11,25,15,25,19,25,13,41,22,41,17,41,11,25,18,25,31,25,18,25,123,25,84,25,89
