,TraceId, Cost_DISTANCE, ExecutionTime_DISTANCE, Cost_TRIE_STREAMING_fix1_x, ExecutionTime_TRIE_STREAMING_fix1_x, Cost_TRIE_STREAMING_fix1_y, ExecutionTime_TRIE_STREAMING_fix1_y, Cost_TRIE_STREAMING_fix1, ExecutionTime_TRIE_STREAMING_fix1, Cost_TRIE_STREAMING_fix3_x, ExecutionTime_TRIE_STREAMING_fix3_x, Cost_TRIE_STREAMING_fix3_y, ExecutionTime_TRIE_STREAMING_fix3_y, Cost_TRIE_STREAMING_fix3, ExecutionTime_TRIE_STREAMING_fix3, Cost_TRIE_STREAMING_fix5_x, ExecutionTime_TRIE_STREAMING_fix5_x, Cost_TRIE_STREAMING_fix5_y, ExecutionTime_TRIE_STREAMING_fix5_y, Cost_TRIE_STREAMING_fix5, ExecutionTime_TRIE_STREAMING_fix5, Cost_TRIE_STREAMING_disc1_x, ExecutionTime_TRIE_STREAMING_disc1_x, Cost_TRIE_STREAMING_disc1_y, ExecutionTime_TRIE_STREAMING_disc1_y, Cost_TRIE_STREAMING_disc1, ExecutionTime_TRIE_STREAMING_disc1, Cost_TRIE_STREAMING_disc3_x, ExecutionTime_TRIE_STREAMING_disc3_x, Cost_TRIE_STREAMING_disc3_y, ExecutionTime_TRIE_STREAMING_disc3_y, Cost_TRIE_STREAMING_disc3, ExecutionTime_TRIE_STREAMING_disc3, Cost_TRIE_STREAMING_disc5_x, ExecutionTime_TRIE_STREAMING_disc5_x, Cost_TRIE_STREAMING_disc5_y, ExecutionTime_TRIE_STREAMING_disc5_y, Cost_TRIE_STREAMING_disc5, ExecutionTime_TRIE_STREAMING_disc5
0,0,3,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2,2,0,4,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,8,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,3,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1
5,5,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
6,6,0,5,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,8,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
9,9,0,7,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
10,10,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,0,10,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
15,15,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17,17,0,13,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,18,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
19,19,0,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,20,0,15,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
21,21,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,22,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,23,0,10,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
24,24,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
25,25,0,22,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
26,26,0,16,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
27,27,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,28,0,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0
30,30,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,31,0,20,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32,32,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
33,33,0,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
34,34,2,40,3,1,3,1,3,1,2,2,2,1,2,1,2,2,2,2,2,1,3,2,3,1,3,1,2,1,2,1,2,0,2,1,2,1,2,2
35,35,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,36,0,29,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1
37,37,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,38,0,26,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0
39,39,0,20,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
40,40,0,20,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
41,41,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,42,0,30,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
43,43,0,23,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0
44,44,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,45,0,15,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,46,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47,47,0,23,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
48,48,0,104,0,3,0,3,0,4,0,3,0,2,0,2,0,3,0,3,0,5,0,7,0,2,0,3,0,2,0,3,0,3,0,3,0,3,0,3
49,49,0,31,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,2,0,0,0,1,0,1,0,1
50,50,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,51,0,22,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
52,52,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
53,53,0,24,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,54,0,23,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
55,55,0,76,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,2,0,0,0,2,0,3,0,2,0,1,0,2,0,2,0,2
56,56,0,64,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,2,0,1,0,3,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1
57,57,0,17,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,58,0,31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
59,59,0,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
60,60,0,29,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,61,0,34,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
62,62,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63,63,0,241,0,5,0,5,0,5,0,8,0,5,0,4,0,5,0,5,0,6,0,11,0,7,0,6,0,4,0,5,0,5,0,5,0,4,0,5
64,64,0,55,0,1,0,2,0,1,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,2,0,1
65,65,0,31,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,66,0,23,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
67,67,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,68,5,37,9,1,9,0,9,1,9,2,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1
69,69,0,34,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
70,70,0,51,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,71,0,37,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
72,72,0,66,0,1,0,1,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
73,73,0,100,0,0,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,2,0,3,0,2,0,1,0,1,0,1,0,1,0,2,0,1,0,1
74,74,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
75,75,0,36,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
76,76,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
77,77,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,78,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,79,2,32,9,1,9,0,9,0,7,1,7,1,7,0,3,1,3,0,3,1,9,1,9,0,9,0,7,1,7,0,7,0,3,2,3,0,3,1
80,80,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
81,81,0,94,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1
