,TraceId, Cost_DISTANCE, ExecutionTime_DISTANCE, Cost_TRIE_STREAMING_fix1_x, ExecutionTime_TRIE_STREAMING_fix1_x, Cost_TRIE_STREAMING_fix1_y, ExecutionTime_TRIE_STREAMING_fix1_y, Cost_TRIE_STREAMING_fix1, ExecutionTime_TRIE_STREAMING_fix1, Cost_TRIE_STREAMING_fix3_x, ExecutionTime_TRIE_STREAMING_fix3_x, Cost_TRIE_STREAMING_fix3_y, ExecutionTime_TRIE_STREAMING_fix3_y, Cost_TRIE_STREAMING_fix3, ExecutionTime_TRIE_STREAMING_fix3, Cost_TRIE_STREAMING_fix5_x, ExecutionTime_TRIE_STREAMING_fix5_x, Cost_TRIE_STREAMING_fix5_y, ExecutionTime_TRIE_STREAMING_fix5_y, Cost_TRIE_STREAMING_fix5, ExecutionTime_TRIE_STREAMING_fix5, Cost_TRIE_STREAMING_disc1_x, ExecutionTime_TRIE_STREAMING_disc1_x, Cost_TRIE_STREAMING_disc1_y, ExecutionTime_TRIE_STREAMING_disc1_y, Cost_TRIE_STREAMING_disc1, ExecutionTime_TRIE_STREAMING_disc1, Cost_TRIE_STREAMING_disc3_x, ExecutionTime_TRIE_STREAMING_disc3_x, Cost_TRIE_STREAMING_disc3_y, ExecutionTime_TRIE_STREAMING_disc3_y, Cost_TRIE_STREAMING_disc3, ExecutionTime_TRIE_STREAMING_disc3, Cost_TRIE_STREAMING_disc5_x, ExecutionTime_TRIE_STREAMING_disc5_x, Cost_TRIE_STREAMING_disc5_y, ExecutionTime_TRIE_STREAMING_disc5_y, Cost_TRIE_STREAMING_disc5, ExecutionTime_TRIE_STREAMING_disc5
0,0,3,213,3,3,3,10,3,5,3,2,3,2,3,11,3,3,3,3,3,21,3,2,3,3,3,6,3,1,3,2,3,5,3,3,3,2,3,2
1,1,0,0,0,16,0,51,0,25,0,20,0,16,0,46,0,21,0,20,0,20,0,18,0,26,0,27,0,17,0,19,0,25,0,30,0,18,0,18
2,2,0,2,0,20,0,34,0,22,0,21,0,22,0,22,0,21,0,15,0,13,0,14,0,30,0,16,0,20,0,23,0,22,0,31,0,23,0,19
3,3,0,5,0,20,0,49,0,27,0,19,0,16,0,16,0,23,0,20,0,15,0,21,0,30,0,35,0,27,0,17,0,19,0,29,0,21,0,15
4,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
5,5,0,1,0,0,0,6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1
6,6,0,1,0,2,0,3,0,4,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,2,0,1,0,1
7,7,1,1388,1,1,1,3,1,1,1,4,1,3,1,3,1,6,1,7,1,4,1,3,1,8,1,4,1,14,1,8,1,10,1,18,1,12,1,10
8,8,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,1,0,1,0,2,0,1,0,1
9,9,0,2,0,3,0,11,0,4,0,3,0,2,0,3,0,3,0,3,0,2,0,2,0,3,0,3,0,4,0,2,0,2,0,2,0,2,0,1
10,10,0,14,0,27,0,42,0,34,0,26,0,24,0,24,0,39,0,21,0,20,0,24,0,39,0,25,0,30,0,25,0,27,0,41,0,27,0,23
11,11,0,5,0,6,0,6,0,6,0,5,0,4,0,4,0,10,0,4,0,5,0,4,0,6,0,4,0,6,0,5,0,6,0,9,0,6,0,4
12,12,0,3,0,2,0,2,0,3,0,2,0,2,0,2,0,14,0,3,0,1,0,1,0,3,0,2,0,3,0,2,0,2,0,4,0,2,0,1
13,13,0,20,0,18,0,32,0,34,0,22,0,22,0,20,0,67,0,21,0,15,0,18,0,37,0,24,0,33,0,21,0,27,0,37,0,66,0,18
14,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15,15,0,16,0,11,0,16,0,21,0,10,0,9,0,14,0,42,0,12,0,8,0,10,0,18,0,14,0,16,0,10,0,11,0,25,0,12,0,11
16,16,0,13,0,10,0,16,0,14,0,7,0,9,0,9,0,20,0,10,0,5,0,6,0,20,0,5,0,6,0,7,0,10,0,16,0,8,0,7
17,17,0,12,0,7,0,11,0,8,0,4,0,7,0,4,0,7,0,4,0,4,0,5,0,22,0,4,0,7,0,6,0,4,0,10,0,6,0,6
18,18,0,5,0,2,0,3,0,3,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,3,0,2,0,1,0,1,0,1,0,4,0,2,0,1
19,19,0,2693,0,2,0,6,0,10,0,5,0,5,0,3,0,5,0,4,0,3,0,4,0,9,0,5,0,3,0,5,0,2,0,4,0,5,0,3
20,20,0,7,0,2,0,3,0,3,0,2,0,3,0,2,0,2,0,2,0,2,0,1,0,3,0,2,0,2,0,3,0,2,0,3,0,1,0,2
21,21,0,14,0,6,0,13,0,10,0,5,0,9,0,7,0,6,0,4,0,5,0,5,0,19,0,6,0,7,0,10,0,7,0,9,0,4,0,6
22,22,0,7,0,2,0,4,0,2,0,2,0,4,0,2,0,2,0,2,0,2,0,2,0,20,0,3,0,3,0,3,0,2,0,4,0,2,0,3
23,23,0,9,0,3,0,6,0,3,0,2,0,3,0,3,0,3,0,2,0,2,0,4,0,8,0,3,0,4,0,4,0,1,0,3,0,2,0,4
24,24,0,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
25,25,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
26,26,0,6597,0,73,0,156,0,86,0,83,0,79,0,82,0,78,0,67,0,29,0,73,0,297,0,41,0,75,0,87,0,34,0,68,0,28,0,72
27,27,0,403,0,3,0,13,0,4,0,2,0,2,0,5,0,4,0,3,0,2,0,2,0,10,0,5,0,3,0,2,0,4,0,7,0,4,0,2
28,28,0,12,0,2,0,5,0,1,0,2,0,1,0,2,0,2,0,1,0,1,0,3,0,13,0,3,0,2,0,1,0,4,0,4,0,2,0,2
29,29,6,2861,9,6,9,22,9,11,9,10,9,11,9,10,6,7,6,7,6,8,9,6,9,15,9,8,9,11,9,12,9,13,6,31,6,12,6,12
30,30,0,7,0,1,0,3,0,2,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,3,0,2,0,1,0,1
31,31,0,5,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
32,32,0,21,0,5,0,8,0,6,0,6,0,4,0,4,0,4,0,4,0,4,0,3,0,15,0,5,0,4,0,6,0,6,0,5,0,4,0,3
33,33,0,26,0,8,0,14,0,8,0,9,0,3,0,4,0,11,0,6,0,6,0,5,0,13,0,6,0,7,0,5,0,9,0,12,0,4,0,4
34,34,0,6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
