,TraceId, Cost_DISTANCE, ExecutionTime_DISTANCE, Cost_TRIE_STREAMING_fix1_x, ExecutionTime_TRIE_STREAMING_fix1_x, Cost_TRIE_STREAMING_fix1_y, ExecutionTime_TRIE_STREAMING_fix1_y, Cost_TRIE_STREAMING_fix1, ExecutionTime_TRIE_STREAMING_fix1, Cost_TRIE_STREAMING_fix3_x, ExecutionTime_TRIE_STREAMING_fix3_x, Cost_TRIE_STREAMING_fix3_y, ExecutionTime_TRIE_STREAMING_fix3_y, Cost_TRIE_STREAMING_fix3, ExecutionTime_TRIE_STREAMING_fix3, Cost_TRIE_STREAMING_fix5_x, ExecutionTime_TRIE_STREAMING_fix5_x, Cost_TRIE_STREAMING_fix5_y, ExecutionTime_TRIE_STREAMING_fix5_y, Cost_TRIE_STREAMING_fix5, ExecutionTime_TRIE_STREAMING_fix5, Cost_TRIE_STREAMING_disc1_x, ExecutionTime_TRIE_STREAMING_disc1_x, Cost_TRIE_STREAMING_disc1_y, ExecutionTime_TRIE_STREAMING_disc1_y, Cost_TRIE_STREAMING_disc1, ExecutionTime_TRIE_STREAMING_disc1, Cost_TRIE_STREAMING_disc3_x, ExecutionTime_TRIE_STREAMING_disc3_x, Cost_TRIE_STREAMING_disc3_y, ExecutionTime_TRIE_STREAMING_disc3_y, Cost_TRIE_STREAMING_disc3, ExecutionTime_TRIE_STREAMING_disc3, Cost_TRIE_STREAMING_disc5_x, ExecutionTime_TRIE_STREAMING_disc5_x, Cost_TRIE_STREAMING_disc5_y, ExecutionTime_TRIE_STREAMING_disc5_y, Cost_TRIE_STREAMING_disc5, ExecutionTime_TRIE_STREAMING_disc5
0,0,6,93,6,1,6,1,6,1,6,1,6,0,6,1,6,1,6,0,6,1,6,1,6,1,6,0,6,1,6,1,6,0,6,1,6,0,6,1
1,1,2,2143,2,2,2,4,2,2,2,9,2,5,2,3,2,2,2,3,2,2,2,3,2,5,2,3,2,4,2,2,2,3,2,21,2,13,2,9
2,2,4,3754,4,3,4,9,4,7,4,9,4,14,4,4,4,6,4,7,4,6,4,4,4,10,4,4,4,9,4,7,4,4,4,12,4,7,4,8
3,3,10,7268,50,10,50,44,50,17,50,33,50,32,50,14,28,16,28,16,28,13,50,11,50,23,50,11,50,24,50,17,50,17,28,20,28,16,28,16
4,4,5,342,5,0,5,1,5,0,5,0,5,0,5,1,5,0,5,1,5,1,5,0,5,1,5,0,5,1,5,0,5,0,5,0,5,0,5,1
5,5,1,842,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
6,6,1,1265,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,2
7,7,1,911,2,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1
8,8,1,1086,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2,1,1,1,1,1,0,1,1,1,2,1,2,1,4
9,9,2,1792,2,1,2,2,2,1,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,6,2,4,2,6
10,10,13,9156,56,27,56,23,56,25,50,152,50,151,50,58,50,156,50,158,50,177,56,24,56,42,56,24,50,105,50,94,50,103,50,556,50,433,50,447
11,11,5,2771,11,3,11,5,11,5,11,10,11,6,11,3,9,3,9,4,9,3,11,3,11,8,11,2,11,3,11,5,11,3,9,4,9,3,9,4
12,12,2,1587,3,2,3,1,3,2,2,5,2,3,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,10,2,8,2,7
13,13,22,8696,45,17,45,31,45,22,45,89,45,164,45,27,45,38,45,35,45,54,45,17,45,38,45,19,45,26,45,28,45,29,45,47,45,35,45,36
14,14,5,495,7,0,7,0,7,1,6,0,6,1,6,0,5,1,5,1,5,0,5,1,5,2,5,0,5,1,5,2,5,0,5,1,5,0,5,1
15,15,13,5295,41,8,41,14,41,11,29,52,29,65,29,25,29,73,29,66,29,66,29,8,29,20,29,9,29,70,29,53,29,56,29,87,29,66,29,69
16,16,4,4322,11,5,11,7,11,7,11,15,11,14,11,7,10,14,10,12,10,11,11,5,11,12,11,5,11,7,11,9,11,9,10,18,10,10,10,10
17,17,2,3828,3,2,3,3,3,4,2,5,2,5,2,2,2,2,2,5,2,2,3,3,3,6,3,3,2,3,2,4,2,2,2,4,2,3,2,3
18,18,2,1443,13,1,13,1,13,1,9,3,9,1,9,2,2,5,2,3,2,4,11,1,11,3,11,1,2,4,2,6,2,5,2,125,2,65,2,67
19,19,2,2838,2,1,2,3,2,3,2,3,2,4,2,1,2,2,2,2,2,1,2,2,2,5,2,2,2,3,2,2,2,2,2,2,2,2,2,1
20,20,2,1813,2,1,2,1,2,1,2,4,2,7,2,2,2,1,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,6,2,4,2,4
21,21,7,4179,8,3,8,6,8,4,8,7,8,7,8,4,8,5,8,4,8,4,8,4,8,8,8,4,8,4,8,5,8,4,8,6,8,4,8,4
22,22,2,1982,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,1,2,1,2,1,2,3,2,2,2,2,2,2,2,2,2,9,2,8,2,7
23,23,1,2495,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,2,1,3,1,1,1,2,1,1,1,3,1,2,1,2,1,2
24,24,1,693,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
25,25,1,556,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
26,26,21,16847,81,31,81,52,81,36,81,96,81,87,81,76,81,85,81,110,81,97,81,53,81,69,81,59,81,56,81,61,81,63,81,103,81,81,81,80
27,27,1,2665,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,5,1,2,1,4,1,2,1,2,1,2,1,2,1,3,1,2,1,2
28,28,2,2144,2,2,2,3,2,2,2,3,2,2,2,2,2,1,2,2,2,3,2,2,2,4,2,1,2,2,2,2,2,2,2,5,2,4,2,4
29,29,6,3038,9,3,9,5,9,3,9,8,9,7,9,5,6,4,6,4,6,5,9,3,9,6,9,3,9,3,9,4,9,5,6,6,6,5,6,5
30,30,2,3020,2,1,2,1,2,1,2,3,2,1,2,2,2,1,2,4,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,8,2,5,2,8
31,31,1,1645,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,32,2,4415,8,3,8,5,8,3,4,7,4,5,4,4,4,3,4,4,4,3,8,3,8,6,8,3,4,2,4,4,4,4,4,4,4,3,4,3
33,33,2,5116,2,5,2,5,2,4,2,7,2,6,2,5,2,4,2,5,2,4,2,5,2,8,2,3,2,3,2,3,2,4,2,5,2,4,2,3
34,34,1,1039,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
35,35,2,3021,8,3,8,3,8,3,6,4,6,4,6,3,6,2,6,2,6,2,8,3,8,5,8,2,6,2,6,2,6,2,2,4,2,4,2,3
36,36,2,2183,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,2,3,2,7,2,5,2,5
37,37,2,2058,7,2,7,1,7,1,6,2,6,2,6,1,2,1,2,1,2,2,2,2,2,3,2,1,2,1,2,1,2,1,2,39,2,24,2,23
38,38,1,1187,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,39,2,2664,2,1,2,3,2,2,2,4,2,4,2,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,2,6,2,2,2,3
40,40,1,945,1,1,1,1,1,1,1,2,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1
41,41,2,2298,2,1,2,2,2,1,2,3,2,4,2,2,2,3,2,1,2,1,2,1,2,4,2,2,2,2,2,1,2,2,2,7,2,3,2,3
42,42,2,1814,2,1,2,1,2,1,2,3,2,1,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2,1,2,9,2,5,2,4
43,43,4,717,5,1,5,1,5,0,4,1,4,1,4,0,4,1,4,1,4,1,4,0,4,1,4,1,4,1,4,1,4,1,4,2,4,1,4,1
44,44,2,1673,15,1,15,2,15,2,2,1,2,1,2,1,2,1,2,1,2,2,13,1,13,3,13,2,2,1,2,1,2,1,2,11,2,5,2,6
45,45,2,2215,2,3,2,2,2,1,2,6,2,3,2,3,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,23,2,3,2,2
46,46,4,3213,10,5,10,8,10,25,10,13,10,11,10,7,10,6,10,8,10,7,10,5,10,9,10,5,10,5,10,6,10,7,10,8,10,6,10,6
47,47,12,6396,28,13,28,13,28,13,28,37,28,29,28,21,28,24,28,27,28,22,28,19,28,26,28,13,28,16,28,18,28,19,28,28,28,21,28,23
48,48,2,2157,35,2,35,4,35,2,35,6,35,7,35,4,4,6,4,5,4,5,35,3,35,7,35,3,4,5,4,5,4,7,4,7,4,5,4,5
49,49,2,2259,2,1,2,3,2,2,2,5,2,4,2,2,2,1,2,2,2,2,2,1,2,5,2,2,2,2,2,1,2,2,2,7,2,5,2,4
50,50,5,894,8,1,8,0,8,0,6,0,6,0,6,1,6,1,6,0,6,0,6,0,6,0,6,1,5,2,5,2,5,1,5,1,5,1,5,1
51,51,1,1480,1,0,1,1,1,1,1,2,1,1,1,0,1,0,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,5,1,3,1,3
52,52,3,1002,3,1,3,0,3,0,3,1,3,1,3,1,3,1,3,0,3,0,3,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2
53,53,25,19067,77,52,77,52,77,37,75,156,75,92,75,68,71,180,71,185,71,213,77,42,77,116,77,53,75,62,75,67,75,77,71,233,71,176,71,175
54,54,1,2856,1,1,1,4,1,1,1,3,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1
55,55,8,4559,19,5,19,25,19,6,19,15,19,8,19,8,19,10,19,10,19,10,19,5,19,11,19,7,19,8,19,8,19,9,19,14,19,11,19,11
56,56,2,4367,2,3,2,6,2,3,2,4,2,3,2,3,2,4,2,3,2,4,2,4,2,8,2,5,2,4,2,3,2,4,2,4,2,3,2,3
57,57,1,1729,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,2,1,3,1,2,1,2
58,58,6,4518,13,5,13,5,13,5,13,13,13,7,13,6,13,9,13,10,13,10,13,6,13,11,13,8,13,6,13,7,13,8,13,25,13,14,13,15
59,59,12,12390,52,20,52,27,52,21,52,42,52,36,52,36,52,69,52,50,52,51,52,21,52,41,52,25,52,34,52,34,52,38,52,178,52,48,52,48
60,60,1,1857,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,4,1,3,1,3
61,61,1,823,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
62,62,2,1881,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,3,2,2,2,2,2,1,2,2,2,5,2,3,2,3
63,63,2,1408,9,1,9,0,9,0,4,2,4,2,4,2,2,3,2,4,2,3,7,1,7,1,7,1,2,3,2,4,2,3,2,4,2,4,2,4
64,64,2,1947,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,2,2,2,7,2,3,2,3
65,65,2,1611,13,2,13,1,13,1,2,1,2,1,2,1,2,1,2,2,2,1,11,2,11,2,11,1,2,0,2,1,2,1,2,9,2,7,2,7
66,66,2,1885,4,1,4,1,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,4,2,2,2,2
67,67,2,3524,6,2,6,2,6,3,2,4,2,3,2,2,2,4,2,3,2,3,6,3,6,6,6,3,2,2,2,3,2,3,2,4,2,4,2,4
68,68,2,2575,8,2,8,2,8,2,8,2,8,2,8,3,5,3,5,2,5,2,8,2,8,4,8,2,8,2,8,2,8,3,5,4,5,3,5,3
69,69,4,3497,39,4,39,5,39,5,39,5,39,4,39,3,39,5,39,4,39,4,39,3,39,7,39,5,39,4,39,4,39,4,39,5,39,3,39,4
70,70,1,1457,1,0,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,1,5,1,4
71,71,5,7459,24,10,24,17,24,12,24,19,24,15,24,30,6,14,6,11,6,11,24,13,24,21,24,11,24,15,24,15,24,16,6,16,6,12,6,11
72,72,14,6037,29,9,29,14,29,9,29,18,29,15,29,15,29,32,29,20,29,24,29,15,29,14,29,11,29,14,29,15,29,18,29,30,29,20,29,20
73,73,6,5056,35,8,35,6,35,5,31,8,31,6,31,6,29,8,29,7,29,7,35,8,35,10,35,5,31,6,31,7,31,7,29,10,29,7,29,6
74,74,8,3640,16,101,16,97,16,97,14,266,14,263,14,184,14,195,14,204,14,289,16,120,16,132,16,178,14,183,14,215,14,219,14,282,14,207,14,206
75,75,6,4799,24,11,24,11,24,8,20,17,20,21,20,14,16,23,16,24,16,24,24,9,24,11,24,8,20,14,20,14,20,21,16,29,16,20,16,24
76,76,60,22110,79,38,79,48,79,50,77,66,77,60,77,58,83,320,83,342,83,351,79,39,79,92,79,40,77,55,77,59,77,62,83,440,83,315,83,319
77,77,9,6073,29,31,29,17,29,15,29,26,29,23,29,38,27,32,27,29,27,28,29,23,29,27,29,19,29,23,29,23,29,24,27,35,27,28,27,28
78,78,2,2334,2,2,2,1,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,5,2,4,2,3,2,3
79,79,10,3539,12,3,12,4,12,3,12,6,12,4,12,6,12,9,12,7,12,6,12,5,12,7,12,4,12,5,12,5,12,5,12,9,12,7,12,6
80,80,2,1987,2,1,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,7,2,5,2,6
81,81,1,2169,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2
82,82,2,2862,2,2,2,17,2,2,2,3,2,3,2,3,2,4,2,3,2,3,2,2,2,5,2,4,2,3,2,3,2,3,2,4,2,3,2,3
83,83,15,6181,32,11,32,9,32,10,30,37,30,18,30,18,30,22,30,19,30,21,32,10,32,18,32,13,30,15,30,16,30,18,30,26,30,20,30,20
84,84,7,3480,59,6,59,5,59,4,55,6,55,6,55,8,55,6,55,6,55,6,59,5,59,9,59,5,55,5,55,6,55,6,55,7,55,7,55,7
85,85,2,768,9,0,9,0,9,1,9,1,9,0,9,0,9,1,9,1,9,1,9,1,9,0,9,1,2,2,2,2,2,3,2,4,2,1,2,2
86,86,2,1642,2,1,2,1,2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,8,2,4,2,4
87,87,1,936,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1
88,88,1,1790,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2
89,89,36,18899,61,186,61,209,61,181,61,419,61,383,61,552,73,92,73,87,73,99,61,224,61,299,61,223,61,314,61,338,61,360,88,759,88,540,88,546
90,90,2,2444,2,2,2,2,2,2,2,3,2,1,2,3,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,2,2,2,3,2,3,2,3
91,91,2,2198,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,21,2,2,2,2,2,2,2,2,2,3,2,3,2,3
92,92,1,3351,1,2,1,2,1,2,1,2,1,2,1,3,1,2,1,2,1,2,1,2,1,3,1,2,1,2,1,2,1,4,1,3,1,2,1,1
93,93,1,3175,1,2,1,2,1,1,1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,3,1,2,1,2,1,2,1,3,1,2,1,1,1,2
94,94,2,3071,6,18,6,3,6,3,2,3,2,2,2,4,2,2,2,3,2,2,6,2,6,4,6,3,2,2,2,2,2,3,2,3,2,3,2,3
95,95,8,6441,25,10,25,7,25,8,25,13,25,11,25,19,25,16,25,14,25,16,25,8,25,11,25,8,25,12,25,11,25,13,25,19,25,16,25,16
96,96,10,3666,15,4,15,4,15,4,15,6,15,5,15,11,15,6,15,7,15,7,15,5,15,7,15,5,15,5,15,6,15,8,15,8,15,7,15,8
97,97,2,2384,2,1,2,2,2,1,2,1,2,2,2,4,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,1,2,3,2,2,2,1
98,98,2,2292,3,2,3,2,3,2,2,3,2,3,2,5,2,3,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,3,2,3
99,99,1,1232,1,0,1,1,1,17,1,0,1,0,1,2,1,0,1,0,1,1,1,1,1,2,1,1,1,0,1,0,1,1,1,2,1,2,1,2
100,100,2,1112,4,0,4,1,4,0,2,1,2,1,2,1,2,1,2,1,2,0,2,0,2,0,2,1,2,1,2,1,2,1,2,2,2,1,2,2
