,TraceId, Cost_DISTANCE, ExecutionTime_DISTANCE, Cost_TRIE_STREAMING_fix1_x, ExecutionTime_TRIE_STREAMING_fix1_x, Cost_TRIE_STREAMING_fix1_y, ExecutionTime_TRIE_STREAMING_fix1_y, Cost_TRIE_STREAMING_fix1, ExecutionTime_TRIE_STREAMING_fix1, Cost_TRIE_STREAMING_fix3_x, ExecutionTime_TRIE_STREAMING_fix3_x, Cost_TRIE_STREAMING_fix3_y, ExecutionTime_TRIE_STREAMING_fix3_y, Cost_TRIE_STREAMING_fix3, ExecutionTime_TRIE_STREAMING_fix3, Cost_TRIE_STREAMING_fix5_x, ExecutionTime_TRIE_STREAMING_fix5_x, Cost_TRIE_STREAMING_fix5_y, ExecutionTime_TRIE_STREAMING_fix5_y, Cost_TRIE_STREAMING_fix5, ExecutionTime_TRIE_STREAMING_fix5, Cost_TRIE_STREAMING_disc1_x, ExecutionTime_TRIE_STREAMING_disc1_x, Cost_TRIE_STREAMING_disc1_y, ExecutionTime_TRIE_STREAMING_disc1_y, Cost_TRIE_STREAMING_disc1, ExecutionTime_TRIE_STREAMING_disc1, Cost_TRIE_STREAMING_disc3_x, ExecutionTime_TRIE_STREAMING_disc3_x, Cost_TRIE_STREAMING_disc3_y, ExecutionTime_TRIE_STREAMING_disc3_y, Cost_TRIE_STREAMING_disc3, ExecutionTime_TRIE_STREAMING_disc3, Cost_TRIE_STREAMING_disc5_x, ExecutionTime_TRIE_STREAMING_disc5_x, Cost_TRIE_STREAMING_disc5_y, ExecutionTime_TRIE_STREAMING_disc5_y, Cost_TRIE_STREAMING_disc5, ExecutionTime_TRIE_STREAMING_disc5
0,0,12,38,12,1,12,0,12,0,12,0,12,1,12,0,12,0,12,0,12,0,12,1,12,1,12,0,12,0,12,0,12,0,12,0,12,0,12,0
1,1,0,0,0,2,0,3,0,4,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,4,0,3,0,2,0,3,0,2,0,3,0,2,0,2
2,2,0,1,0,1,0,2,0,2,0,2,0,1,0,1,0,1,0,3,0,2,0,1,0,2,0,1,0,2,0,2,0,1,0,1,0,2,0,1
3,3,0,2,0,3,0,2,0,5,0,3,0,3,0,3,0,3,0,4,0,2,0,3,0,4,0,3,0,3,0,4,0,3,0,3,0,2,0,3
4,4,0,10,0,12,0,12,0,11,0,9,0,8,0,8,0,10,0,14,0,11,0,15,0,15,0,15,0,9,0,12,0,9,0,11,0,9,0,8
5,5,0,3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0
6,6,0,3,0,2,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
7,7,0,7,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,5,0,4,0,6,0,4,0,4,0,3,0,5,0,3,0,3,0,4,0,3
8,8,0,4,0,1,0,2,0,2,0,2,0,1,0,1,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,1
9,9,0,5,0,1,0,2,0,3,0,1,0,2,0,1,0,2,0,2,0,2,0,1,0,3,0,3,0,1,0,3,0,2,0,2,0,1,0,2
