,TraceId, Cost_DISTANCE, ExecutionTime_DISTANCE, Cost_TRIE_STREAMING_fix1_x, ExecutionTime_TRIE_STREAMING_fix1_x, Cost_TRIE_STREAMING_fix1_y, ExecutionTime_TRIE_STREAMING_fix1_y, Cost_TRIE_STREAMING_fix1, ExecutionTime_TRIE_STREAMING_fix1, Cost_TRIE_STREAMING_fix3_x, ExecutionTime_TRIE_STREAMING_fix3_x, Cost_TRIE_STREAMING_fix3_y, ExecutionTime_TRIE_STREAMING_fix3_y, Cost_TRIE_STREAMING_fix3, ExecutionTime_TRIE_STREAMING_fix3, Cost_TRIE_STREAMING_fix5_x, ExecutionTime_TRIE_STREAMING_fix5_x, Cost_TRIE_STREAMING_fix5_y, ExecutionTime_TRIE_STREAMING_fix5_y, Cost_TRIE_STREAMING_fix5, ExecutionTime_TRIE_STREAMING_fix5, Cost_TRIE_STREAMING_disc1_x, ExecutionTime_TRIE_STREAMING_disc1_x, Cost_TRIE_STREAMING_disc1_y, ExecutionTime_TRIE_STREAMING_disc1_y, Cost_TRIE_STREAMING_disc1, ExecutionTime_TRIE_STREAMING_disc1, Cost_TRIE_STREAMING_disc3_x, ExecutionTime_TRIE_STREAMING_disc3_x, Cost_TRIE_STREAMING_disc3_y, ExecutionTime_TRIE_STREAMING_disc3_y, Cost_TRIE_STREAMING_disc3, ExecutionTime_TRIE_STREAMING_disc3, Cost_TRIE_STREAMING_disc5_x, ExecutionTime_TRIE_STREAMING_disc5_x, Cost_TRIE_STREAMING_disc5_y, ExecutionTime_TRIE_STREAMING_disc5_y, Cost_TRIE_STREAMING_disc5, ExecutionTime_TRIE_STREAMING_disc5
0,0,0.0,,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
1,1,1.0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,2,0.0,,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,0,1,3,1,3,1,1
3,3,0.0,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,1,0,0,0,1
4,4,0.0,,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,5,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,6,0.0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
7,7,0.0,,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,8,0.0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,9,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
10,10,0.0,,0,4,0,1,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,4,0,6,0,3,0,2,0,2,0,2,0,3,0,2,0,2
11,11,0.0,,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13,13,0.0,,0,3,0,2,0,2,0,1,0,2,0,2,0,2,0,1,0,2,0,2,0,4,0,2,0,2,0,2,0,2,0,2,0,2,0,1
14,14,0.0,,0,15,0,14,0,15,0,21,0,13,0,14,0,14,0,14,0,14,0,26,0,24,0,16,0,13,0,15,0,13,0,17,0,13,0,14
15,15,0.0,,0,91,0,84,0,88,0,126,0,81,0,81,0,83,0,79,0,81,0,137,0,201,0,96,0,75,0,96,0,80,0,103,0,77,0,127
16,16,83.0,,0,24,0,19,0,21,0,26,0,19,0,54,0,19,0,17,0,55,0,33,0,31,0,21,0,17,0,19,0,18,0,23,0,18,0,17
17,17,0.0,,150,138,150,86,150,101,137,1627,137,1288,137,1251,137,20355,137,20275,137,24221,150,179,150,147,150,94,137,1163,137,1963,137,1249,137,26738,137,19786,137,20060
18,18,0.0,,0,17,0,14,0,17,0,21,0,15,0,15,0,16,0,25,0,16,0,25,0,25,0,17,0,15,0,24,0,15,0,17,0,16,0,21
19,19,0.0,,0,10,0,8,0,13,0,10,0,8,0,9,0,9,0,15,0,9,0,13,0,15,0,9,0,8,0,11,0,9,0,10,0,8,0,10
20,20,0.0,,0,5,0,5,0,8,0,5,0,5,0,5,0,5,0,8,0,6,0,9,0,9,0,6,0,5,0,9,0,5,0,5,0,5,0,5
21,21,0.0,,0,26,0,22,0,28,0,26,0,22,0,22,0,23,0,26,0,22,0,34,0,33,0,25,0,21,0,37,0,24,0,23,0,21,0,21
22,22,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1
23,23,0.0,,0,3,0,2,0,2,0,4,0,2,0,3,0,2,0,4,0,2,0,3,0,3,0,3,0,2,0,3,0,2,0,3,0,2,0,2
24,24,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
25,25,0.0,,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,1,0,4,0,3,0,2,0,2,0,2,0,2,0,1,0,1,0,2
26,26,0.0,,0,2,0,2,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,4,0,3,0,3,0,2,0,3,0,3,0,3,0,3,0,3
27,27,0.0,,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28,28,0.0,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
29,29,0.0,,0,5,0,6,0,6,0,4,0,5,0,5,0,6,0,6,0,5,0,8,0,7,0,5,0,5,0,7,0,6,0,5,0,6,0,5
30,30,0.0,,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
31,31,0.0,,0,1,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,1
32,32,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,33,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
