,TraceId, Cost_DISTANCE, ExecutionTime_DISTANCE, Cost_TRIE_STREAMING_fix1_x, ExecutionTime_TRIE_STREAMING_fix1_x, Cost_TRIE_STREAMING_fix1_y, ExecutionTime_TRIE_STREAMING_fix1_y, Cost_TRIE_STREAMING_fix1, ExecutionTime_TRIE_STREAMING_fix1, Cost_TRIE_STREAMING_fix3_x, ExecutionTime_TRIE_STREAMING_fix3_x, Cost_TRIE_STREAMING_fix3_y, ExecutionTime_TRIE_STREAMING_fix3_y, Cost_TRIE_STREAMING_fix3, ExecutionTime_TRIE_STREAMING_fix3, Cost_TRIE_STREAMING_fix5_x, ExecutionTime_TRIE_STREAMING_fix5_x, Cost_TRIE_STREAMING_fix5_y, ExecutionTime_TRIE_STREAMING_fix5_y, Cost_TRIE_STREAMING_fix5, ExecutionTime_TRIE_STREAMING_fix5, Cost_TRIE_STREAMING_disc1_x, ExecutionTime_TRIE_STREAMING_disc1_x, Cost_TRIE_STREAMING_disc1_y, ExecutionTime_TRIE_STREAMING_disc1_y, Cost_TRIE_STREAMING_disc1, ExecutionTime_TRIE_STREAMING_disc1, Cost_TRIE_STREAMING_disc3_x, ExecutionTime_TRIE_STREAMING_disc3_x, Cost_TRIE_STREAMING_disc3_y, ExecutionTime_TRIE_STREAMING_disc3_y, Cost_TRIE_STREAMING_disc3, ExecutionTime_TRIE_STREAMING_disc3, Cost_TRIE_STREAMING_disc5_x, ExecutionTime_TRIE_STREAMING_disc5_x, Cost_TRIE_STREAMING_disc5_y, ExecutionTime_TRIE_STREAMING_disc5_y, Cost_TRIE_STREAMING_disc5, ExecutionTime_TRIE_STREAMING_disc5
0,0,1.0,,2,0,2,1,2,0,2,0,2,0,2,0,2,0,2,1,2,1,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1
1,1,1.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1
2,2,1.0,,1,1,1,1,1,0,1,2,1,0,1,1,1,1,1,1,1,1,1,0,1,2,1,0,1,1,1,1,1,1,1,1,1,0,1,1
3,3,3.0,,9,1,9,1,9,2,9,1,9,2,9,1,3,1,3,1,3,2,9,2,9,1,9,1,9,1,9,1,9,2,3,1,3,2,3,2
4,4,3.0,,6,1,6,1,6,1,4,1,4,1,4,2,6,2,6,3,6,4,6,1,6,1,6,1,4,2,4,3,4,2,6,3,6,2,6,2
5,5,1.0,,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,393,1,330,1,360
6,6,2.0,,19,2,19,2,19,1,17,1,17,1,17,2,3,4,3,3,3,3,19,3,19,1,19,1,17,1,17,1,17,2,3,2,3,2,3,3
7,7,1.0,,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,2,1,1
8,8,1.0,,17,1,17,1,17,1,1,2,1,2,1,2,1,4,1,5,1,5,17,2,17,2,17,1,1,1,1,1,1,2,1,5,1,4,1,4
9,9,1.0,,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,3,1,3,2,1,2,0,2,0,1,1,1,1,1,1,1,2,1,2,1,3
