TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,2,0
1,1,2
2,1,0
3,3,2
4,6,2
5,1,330
6,3,2
7,1,2
8,1,4
9,1,2
10,24,11
11,3,2
12,2,2
13,36,3
14,91,77
15,237,451
16,95,3604
17,166,237
18,86,97
19,50,46
20,42,12
21,108,121
22,2,3
23,64,10
24,1,1
25,13,4
26,66,11
27,5,2
28,2,1
29,59,25
30,2,1
31,18,6
32,1,3
33,1,291
34,1,1
35,1,2
36,259,900
37,1,2
38,1,3
39,4,1
40,3,1
41,3,15
42,2,2
43,3,6
44,56,42
45,19,19
46,72,52
47,10,12
48,16,17
49,8,12
50,1,282
51,48,63
52,14,6
53,47,37
54,51,33
55,55,50
56,78,65
57,18,9
58,39,22
59,8,11
60,3,13
61,1,1
62,1,2
63,8,1
64,45,5
65,1,3
66,1,1
67,5,16
68,1,18
69,1,656
70,1,1
71,8,3
72,3,16
73,429,9537
74,6,2
75,48,30
76,9,2
77,2,1
78,1,1
79,35,17
80,30,13
81,7,19
82,1,672
83,3,2
84,10,3
85,1,1
86,1,3
87,5,4
88,4,3
89,1,0
90,1,2
91,1,1151
92,3,16
93,1,1
94,2,6
95,1,1
96,10,8
97,1,2
98,10,4
99,9,11
100,1,2
