TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,2,1
1,1,1
2,1,1
3,3,2
4,6,2
5,1,360
6,3,3
7,1,1
8,1,4
9,1,3
10,24,10
11,3,2
12,2,2
13,36,2
14,91,79
15,237,507
16,95,3674
17,166,236
18,86,82
19,50,44
20,42,12
21,108,120
22,2,3
23,64,10
24,1,1
25,13,4
26,66,10
27,5,3
28,2,2
29,59,25
30,2,1
31,18,7
32,1,2
33,1,325
34,1,1
35,1,2
36,259,962
37,1,2
38,1,3
39,4,1
40,3,1
41,3,16
42,2,2
43,3,6
44,56,44
45,19,20
46,72,80
47,10,13
48,16,17
49,8,13
50,1,305
51,48,67
52,14,6
53,47,38
54,51,35
55,55,52
56,78,69
57,18,9
58,39,23
59,8,12
60,3,13
61,1,1
62,1,2
63,8,2
64,45,4
65,1,3
66,1,2
67,5,17
68,1,2
69,1,720
70,1,1
71,8,3
72,3,17
73,429,9802
74,6,2
75,48,30
76,9,2
77,2,1
78,1,1
79,35,18
80,30,14
81,7,2
82,1,702
83,3,2
84,10,3
85,1,1
86,1,2
87,5,5
88,4,2
89,1,1
90,1,2
91,1,1145
92,3,16
93,1,1
94,2,5
95,1,2
96,10,8
97,1,1
98,10,4
99,9,12
100,1,1
