TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,3,0
1,0,1
2,0,1
3,0,0
4,15,5
5,3,1
6,8,3
7,3,0
8,5,1
9,13,2
10,3,1
11,2,0
12,7,1
13,2,0
14,3,1
15,4,1
16,2,0
17,9,1
18,5,2
19,5,1
20,6,1
21,2,1
22,4,1
23,3,2
24,7,1
25,6,2
26,5,1
27,3,1
28,8,0
29,3,1
30,3,0
31,4,1
32,5,1
33,4,2
34,3,0
35,2,1
36,13,6
37,1,0
38,15,5
39,2,0
40,8,1
41,3,1
42,10,2
43,4,1
44,1,0
45,12,1
46,3,1
47,7,3
48,35,62
49,5,2
50,5,0
51,4,1
52,3,1
53,6,2
54,6,0
55,21,28
56,22,7
57,1,0
58,8,1
59,8,1
60,9,1
61,8,2
62,2,0
63,44,28
64,15,5
65,4,0
66,3,1
67,3,0
68,11,1
69,3,1
70,9,2
71,2,1
72,13,9
73,16,5
74,2,0
75,3,1
76,2,0
77,6,1
78,6,0
79,2,1
80,3,0
81,14,3
