TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,3,0
1,0,1
2,8,1
3,0,1
4,15,5
5,3,1
6,8,1
7,2,0
8,5,1
9,13,3
10,3,0
11,2,0
12,7,2
13,2,0
14,3,0
15,4,1
16,2,1
17,9,1
18,5,2
19,5,0
20,6,2
21,2,0
22,4,1
23,3,0
24,7,2
25,6,2
26,5,1
27,3,1
28,8,0
29,3,1
30,3,0
31,5,1
32,5,1
33,4,1
34,3,0
35,2,1
36,25,4
37,1,0
38,17,3
39,2,0
40,8,1
41,3,1
42,8,4
43,4,1
44,1,1
45,12,0
46,3,1
47,7,2
48,35,18
49,5,1
50,5,1
51,4,1
52,3,0
53,3,1
54,6,1
55,21,28
56,22,7
57,0,0
58,8,1
59,8,1
60,9,2
61,8,1
62,2,0
63,38,38
64,15,4
65,4,1
66,4,1
67,3,0
68,11,1
69,3,1
70,8,3
71,2,1
72,13,10
73,0,1
74,2,1
75,2,0
76,2,0
77,2,0
78,6,1
79,2,1
80,3,0
81,14,4
