TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,3,2
1,0,18
2,0,19
3,0,15
4,0,0
5,0,1
6,0,1
7,1,10
8,0,1
9,0,1
10,0,23
11,0,4
12,0,1
13,0,18
14,0,1
15,0,11
16,0,7
17,0,6
18,0,1
19,0,3
20,0,2
21,0,6
22,0,3
23,0,4
24,0,1
25,0,0
26,0,72
27,0,2
28,0,2
29,6,12
30,0,1
31,0,1
32,0,3
33,0,4
34,0,1
35,0,3
36,0,2
37,0,1
38,0,0
39,0,3
40,1,4
41,0,2
42,0,2
43,0,0
44,0,2
45,0,2
46,0,4
47,0,10
48,0,2
49,2,13
50,0,0
51,0,1
52,0,0
53,0,26
54,1,5
55,0,5
56,0,4
57,0,1
58,0,5
59,0,20
60,0,1
61,0,0
62,0,2
63,0,1
64,2,11
65,0,1
66,0,1
67,2,8
68,5,4
69,39,5
70,0,1
71,0,8
72,0,5
73,0,4
74,0,2
75,16,37
76,0,21
77,0,5
78,0,2
79,0,2
80,0,2
81,0,1
82,0,2
83,0,4
84,0,3
85,0,0
86,0,2
87,0,0
88,1,4
89,0,22
90,0,2
91,0,1
92,0,3
93,0,3
94,0,3
95,25,26
96,15,8
97,0,1
98,0,24
99,1,6
100,0,0
