TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,3,0
1,0,0
2,9,4
3,0,1
4,15,4
5,3,1
6,8,2
7,2,0
8,5,2
9,13,3
10,3,0
11,3,0
12,7,2
13,2,0
14,3,1
15,4,1
16,2,1
17,7,1
18,5,5
19,3,0
20,6,3
21,7,1
22,4,1
23,3,1
24,7,3
25,6,3
26,5,1
27,3,0
28,8,1
29,3,2
30,3,0
31,5,1
32,5,2
33,4,1
34,3,1
35,3,0
36,23,6
37,1,0
38,17,3
39,2,2
40,8,1
41,3,2
42,8,4
43,4,2
44,1,1
45,12,1
46,3,1
47,7,3
48,35,16
49,5,1
50,5,1
51,7,17
52,3,0
53,3,1
54,6,1
55,21,23
56,22,6
57,0,0
58,8,1
59,8,0
60,9,2
61,8,1
62,5,1
63,28,315
64,15,3
65,4,1
66,4,1
67,3,0
68,9,1
69,3,0
70,10,2
71,2,1
72,13,9
73,0,1
74,2,1
75,2,0
76,2,0
77,2,0
78,6,1
79,4,0
80,3,1
81,14,3
