TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,3,0
1,0,1
2,0,0
3,0,0
4,15,4
5,3,1
6,8,1
7,3,0
8,5,1
9,13,2
10,3,0
11,3,0
12,7,1
13,2,0
14,3,1
15,4,0
16,2,1
17,7,1
18,5,3
19,3,0
20,6,1
21,7,1
22,4,0
23,3,1
24,7,1
25,6,2
26,5,0
27,3,1
28,8,0
29,3,0
30,4,1
31,4,0
32,5,1
33,10,2
34,3,0
35,4,1
36,13,3
37,1,0
38,15,3
39,2,1
40,8,1
41,3,0
42,10,1
43,4,1
44,1,1
45,12,1
46,9,0
47,7,1
48,35,29
49,5,1
50,5,1
51,7,12
52,3,1
53,6,1
54,6,1
55,21,20
56,22,4
57,1,0
58,8,1
59,8,0
60,9,1
61,8,1
62,5,0
63,46,19
64,15,3
65,4,0
66,6,1
67,3,0
68,9,1
69,3,1
70,9,1
71,2,0
72,13,7
73,16,3
74,2,0
75,3,1
76,2,0
77,7,1
78,6,0
79,5,1
80,3,1
81,14,2
