TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,3,0
1,0,0
2,9,3
3,0,0
4,15,5
5,3,2
6,8,2
7,2,0
8,5,1
9,13,2
10,3,1
11,3,0
12,7,1
13,2,0
14,3,1
15,4,1
16,2,1
17,7,2
18,5,3
19,3,0
20,6,2
21,7,0
22,4,1
23,3,1
24,7,2
25,6,2
26,5,1
27,3,1
28,8,0
29,3,1
30,3,0
31,5,1
32,5,1
33,4,2
34,3,1
35,3,0
36,23,4
37,1,0
38,17,3
39,2,1
40,8,1
41,3,0
42,8,5
43,4,1
44,1,0
45,12,1
46,3,0
47,7,2
48,35,13
49,5,1
50,5,1
51,7,11
52,3,1
53,3,1
54,6,1
55,21,21
56,22,4
57,0,0
58,8,1
59,8,0
60,9,2
61,8,1
62,5,1
63,28,255
64,15,2
65,4,1
66,4,1
67,3,0
68,9,1
69,3,0
70,10,2
71,2,0
72,13,7
73,0,1
74,2,0
75,2,0
76,2,0
77,2,1
78,6,0
79,4,1
80,3,0
81,14,2
