TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,10,2
1,0,3
2,0,1
3,0,3
4,0,9
5,0,0
6,0,1
7,3,5
8,0,2
9,0,3
10,0,1
11,0,3
12,0,2
13,0,1
14,0,5
15,0,1
16,0,2
17,0,1
18,0,2
19,0,2
20,0,3
21,0,2
22,0,1
23,0,1
24,2,3
25,0,2
26,0,1
27,0,2
28,0,4
29,0,5
30,0,2
31,2,4
32,0,0
33,0,3
34,0,4
35,0,4
36,0,1
37,0,1
38,0,4
39,0,1
40,0,6
41,0,3
42,0,1
43,0,3
44,7,3
45,0,2
46,0,1
47,0,1
48,6,3
49,0,5
50,0,1
51,0,2
52,0,4
53,0,5
54,0,1
55,0,5
56,0,1
57,0,2
58,0,1
59,0,2
60,0,7
61,0,2
62,0,12
63,0,2
64,0,16
65,0,2
66,0,3
67,17,20
68,0,2
69,0,2
70,0,1
71,0,4
72,10,13
73,0,2
74,0,2
75,0,3
76,0,2
77,10,3
78,0,2
79,0,2
80,17,13
81,0,3
82,0,3
83,0,4
84,0,2
85,0,8
86,0,7
87,0,3
88,0,8
89,6,6
90,0,4
91,0,3
92,0,12
93,0,7
94,0,1
95,0,7
96,0,2
97,0,4
98,0,2
99,0,3
100,0,3
