TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,0,5
1,0,8
2,0,7
3,0,7
4,0,5
5,0,7
6,0,6
7,0,4
8,0,8
9,0,4
10,0,0
11,0,205
12,0,7
13,0,7
14,0,5
15,0,5
16,0,5
17,0,13
18,0,7
19,0,6
20,0,4
21,0,5
22,0,5
23,0,4
24,0,9
25,0,5
26,0,1
27,0,5
28,0,5
29,0,4
30,0,5
31,0,3
32,0,3
33,0,6
34,0,6
35,0,5
36,0,4
37,0,5
38,0,6
39,0,4
40,0,8
41,0,5
42,0,1
43,0,4
44,0,4
45,0,5
46,0,3
47,0,3
48,0,3
49,0,5
50,0,6
51,0,7
52,0,3
53,0,5
54,0,5
55,0,4
56,0,7
57,0,5
58,0,1
59,0,4
60,0,5
61,0,4
62,0,2
63,0,3
64,0,3
65,0,5
66,0,5
67,0,5
68,0,4
69,0,4
70,0,5
71,0,3
72,0,8
73,0,5
74,0,0
75,0,4
76,0,4
77,0,4
78,0,3
79,0,2
80,0,4
81,0,5
82,0,7
83,0,7
84,0,3
85,0,5
86,0,4
87,0,3
88,0,7
89,0,5
90,0,1
91,0,3
92,0,4
93,0,4
94,0,2
95,0,3
96,0,3
97,0,4
98,0,5
99,0,4
