TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,3,0
1,0,1
2,8,1
3,0,0
4,15,2
5,6,1
6,9,1
7,2,0
8,5,1
9,13,0
10,5,1
11,3,0
12,11,1
13,2,0
14,3,0
15,6,0
16,8,1
17,11,1
18,5,2
19,5,0
20,6,1
21,7,0
22,4,1
23,7,0
24,8,1
25,6,1
26,5,0
27,3,1
28,8,0
29,7,0
30,3,0
31,5,1
32,7,1
33,4,0
34,3,1
35,5,0
36,15,1
37,1,0
38,17,1
39,2,1
40,10,0
41,10,1
42,8,4
43,12,0
44,5,0
45,12,1
46,8,0
47,7,1
48,33,5
49,9,1
50,9,0
51,7,6
52,3,1
53,3,1
54,10,0
55,21,10
56,22,9
57,0,1
58,8,0
59,10,1
60,9,0
61,8,1
62,5,0
63,46,9
64,15,2
65,4,0
66,4,1
67,3,0
68,11,0
69,19,1
70,10,1
71,2,0
72,13,3
73,0,0
74,2,1
75,2,0
76,2,0
77,11,0
78,7,1
79,8,0
80,3,0
81,14,3
