TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,3,0
1,0,0
2,0,1
3,0,0
4,15,4
5,3,1
6,8,2
7,3,0
8,5,1
9,13,2
10,3,1
11,3,0
12,7,2
13,2,0
14,3,0
15,4,0
16,2,1
17,7,1
18,5,1
19,3,1
20,6,1
21,7,0
22,4,1
23,3,0
24,7,2
25,6,1
26,5,1
27,3,0
28,8,1
29,3,0
30,4,0
31,4,2
32,5,1
33,10,3
34,3,0
35,4,0
36,13,5
37,1,0
38,15,5
39,2,0
40,8,1
41,3,1
42,10,2
43,4,1
44,1,1
45,12,0
46,9,1
47,7,7
48,35,31
49,5,1
50,5,1
51,7,15
52,3,1
53,6,1
54,6,1
55,21,19
56,22,5
57,1,0
58,8,1
59,8,0
60,9,2
61,8,1
62,5,0
63,46,19
64,15,4
65,4,0
66,6,1
67,3,1
68,9,1
69,3,0
70,9,2
71,2,0
72,13,7
73,16,3
74,2,0
75,3,1
76,2,0
77,7,0
78,6,1
79,5,1
80,3,0
81,14,2
