TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,5,18
1,0,0
2,83,195
3,10,10
4,2,0
5,4,0
6,4,1
7,3,0
8,9,1
9,14,9
10,8,4
11,8,3
12,8,2
13,5,1
14,11,3
15,7,1
16,9,1
17,15,3
18,6,0
19,6,8
20,7,2
21,13,8
22,2,1
23,2,0
24,13,10
25,5,1
26,5,1
27,5,2
28,4,0
29,3,0
30,8,3
31,8,2
32,12,1
33,7,0
34,3,0
35,8,5
36,4,2
37,15,11
38,4,2
39,9,1
40,4,0
41,37,15
42,5,1
43,9,1
44,18,4
45,21,18
46,14,6
47,12,3
48,8,0
49,9,2
50,6,2
51,10,1
52,5,2
53,7,2
54,7,6
55,20,7
56,4,0
57,2,0
58,7,5
59,15,4
60,10,3
61,5,1
62,7,2
63,14,4
64,7,4
65,5,1
66,15,8
67,14,2
68,13,3
69,1,0
70,13,2
71,21,10
72,10,1
73,11,2
74,3,0
75,9,2
76,11,3
77,3,0
78,10,3
79,23,10
80,17,4
81,4,0
82,7,1
83,8,1
84,15,9
85,15,28
86,3,0
87,9,3
88,12,2
89,13,2
90,12,2
91,5,0
92,3,0
93,10,3
94,4,0
95,12,0
96,14,5
97,12,6
98,2,0
99,3,0
100,13,0
101,20,17
102,3,0
103,22,14
104,4,0
105,6,0
106,3,0
107,7,0
108,12,0
109,9,8
110,3,0
111,3,0
112,7,2
113,10,1
114,11,0
115,6,0
116,6,6
117,8,1
118,19,4
119,18,8
120,6,0
121,23,4
122,11,2
123,20,4
124,5,0
125,7,1
126,7,0
127,8,0
128,20,15
129,6,2
130,11,2
131,6,0
132,8,0
133,11,0
134,21,20
135,11,0
136,18,10
137,10,0
138,5,0
139,17,10
140,7,1
141,11,2
142,11,1
143,14,5
144,14,3
145,19,8
146,18,8
147,3,0
148,8,0
149,4,0
150,24,15
151,11,3
152,10,2
153,25,17
154,15,7
155,11,4
156,6,0
157,5,1
158,13,2
159,18,4
160,10,4
161,9,1
162,13,2
163,7,0
164,13,8
165,8,0
166,8,0
167,8,1
168,9,3
169,15,11
170,4,1
171,28,4
172,6,0
173,3,0
174,14,8
175,24,10
176,9,0
177,6,0
178,5,0
179,10,0
180,10,12
181,15,4
182,5,1
183,10,2
184,7,1
185,14,5
186,15,0
187,6,0
188,11,5
189,10,2
190,27,14
191,13,2
192,17,9
193,5,1
194,9,2
195,11,2
196,9,0
197,17,8
198,10,2
199,18,4
200,5,0
201,7,1
202,11,0
203,7,2
204,6,0
205,14,4
206,9,1
207,8,2
208,6,1
209,20,5
210,9,1
211,9,2
212,16,5
213,6,2
214,11,2
215,8,0
216,5,0
217,17,5
218,24,20
219,10,1
220,6,1
221,8,0
222,10,3
223,14,0
224,3,0
225,8,0
226,10,7
227,3,0
228,6,4
229,5,1
230,3,1
231,12,5
232,11,5
233,15,5
234,8,7
235,6,1
236,8,1
237,8,0
238,14,0
239,7,0
240,9,2
241,1,0
242,9,0
243,6,5
244,10,1
245,10,2
246,8,1
247,4,0
248,14,2
249,4,0
250,7,1
251,14,3
252,13,3
253,15,4
254,10,1
255,22,10
256,7,1
257,6,1
258,6,1
259,13,2
260,13,0
261,12,4
262,6,0
263,7,0
264,11,7
265,9,2
266,11,1
267,9,5
268,9,2
269,10,3
270,10,1
271,9,0
272,6,0
273,9,0
274,8,4
275,3,0
276,8,1
277,8,0
278,12,0
279,3,0
280,8,9
281,5,0
282,18,0
283,11,6
284,6,1
285,4,1
286,14,6
287,14,5
288,2,0
289,20,23
290,10,1
291,3,0
292,10,0
293,18,0
294,10,7
295,9,2
296,21,8
297,12,5
298,19,5
299,3,0
300,7,2
301,11,2
302,11,0
303,5,5
304,13,5
305,10,0
306,4,5
307,8,1
308,5,1
309,11,0
310,4,0
311,2,0
312,10,0
313,17,13
314,6,1
315,8,0
316,18,5
317,4,0
318,6,0
319,6,0
320,6,4
321,8,6
322,4,1
323,12,2
324,3,1
325,6,1
326,12,2
327,6,0
328,10,5
329,8,0
330,11,4
331,6,0
332,15,5
333,11,1
334,10,0
335,6,0
336,8,0
337,4,0
338,5,0
339,16,11
340,8,2
341,9,1
342,8,2
343,18,12
344,13,9
345,16,3
346,4,1
347,5,1
348,28,10
349,17,3
350,6,0
351,11,4
352,4,0
353,10,0
354,9,0
355,8,0
356,4,0
357,3,0
358,7,10
359,3,0
360,9,1
361,10,3
362,17,7
363,4,0
364,14,9
365,16,8
366,3,1
367,10,3
368,11,3
369,8,0
370,2,0
371,3,3
372,43,28
373,10,4
374,4,0
375,27,10
376,10,2
377,5,2
378,54,56
379,18,6
380,70,39
381,42,13
382,43,11
383,32,11
384,9,4
385,5,0
386,4,0
387,3,0
388,4,3
389,7,1
390,9,1
391,2,0
392,15,0
393,6,4
394,4,1
395,3,1
396,5,1
397,6,1
398,6,3
399,14,0
400,5,0
401,6,0
402,3,0
403,16,12
404,4,1
405,5,0
406,5,1
407,13,8
408,6,2
409,6,1
410,4,1
411,8,4
412,8,0
413,4,0
414,13,7
415,7,0
416,14,4
417,4,4
418,14,2
419,5,1
420,10,0
421,15,0
422,12,0
423,9,10
424,3,0
425,7,1
426,7,0
427,9,3
428,8,0
429,8,4
430,11,2
431,9,4
432,3,1
433,3,0
434,12,4
435,4,1
436,12,2
437,2,0
438,6,0
439,3,0
440,9,0
441,9,4
442,3,0
443,4,0
444,6,0
445,6,2
