TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,1,10
1,3,15
2,8,17
3,6,23
4,8,31
5,18,59
6,15,19
7,1,0
8,34,23
9,13,17
10,23,37
11,3,9
12,1,1
13,28,125
14,14,5
15,7,10
16,4,2
17,20,41
18,17,38
19,15,13
20,7,5
21,24,20
22,5,2
23,12,3
24,3,0
25,15,18
26,22,16
27,30,27
28,21,19
29,20,18
30,5,1
31,12,0
32,6,9
33,26,9
34,40,68
35,13,0
36,16,10
37,4,0
38,18,0
39,12,15
40,15,8
41,20,10
42,15,22
43,19,16
44,20,34
45,27,21
46,15,4
47,6,0
48,17,17
49,29,17
50,22,16
51,20,25
52,10,1
53,11,0
54,12,0
55,14,19
56,12,0
57,65,151
58,8,0
59,2,0
60,31,23
61,29,12
62,24,8
63,19,13
64,15,16
65,18,8
66,20,0
67,12,0
68,17,29
69,53,53
70,14,12
71,7,2
72,24,1
73,18,0
74,16,17
75,30,63
76,1,0
77,15,24
78,19,33
79,43,71
80,21,23
81,31,6
82,11,18
83,19,32
84,21,42
85,20,12
86,17,8
87,22,1
88,37,38
89,20,5
90,9,0
91,3,0
92,31,28
93,20,15
94,19,8
95,12,1
96,24,19
97,24,54
98,4,4
99,15,8
100,27,17
101,10,1
102,19,7
103,15,13
104,38,48
105,28,15
106,18,20
107,8,0
108,7,10
109,19,5
110,18,7
111,25,8
112,27,9
113,69,39
114,17,29
115,25,9
116,14,4
117,16,4
118,30,12
119,16,5
120,41,41
121,9,5
122,24,21
123,21,10
124,12,5
125,19,15
126,38,32
127,10,3
128,23,1
129,63,53
130,18,7
131,25,1
132,23,24
133,21,6
134,22,6
135,8,4
136,4,0
137,20,6
138,11,1
139,22,0
140,22,15
141,12,4
142,34,51
143,26,12
144,15,5
145,22,10
146,5,2
147,20,20
148,17,13
149,28,21
150,30,27
151,57,75
152,15,2
153,18,7
154,17,3
155,10,3
156,25,3
157,30,14
158,9,0
159,19,0
160,20,19
161,5,6
162,21,6
163,13,10
164,10,3
165,10,4
166,9,0
167,17,25
168,14,4
169,17,7
170,20,0
171,18,17
172,14,11
173,20,9
174,14,0
175,13,17
176,28,31
177,14,4
178,54,48
179,16,12
180,23,0
181,16,16
182,25,5
183,65,55
184,20,14
185,47,40
186,13,6
187,11,3
188,22,0
189,55,93
190,23,6
191,7,0
192,22,34
193,28,15
194,77,80
195,9,4
196,32,56
197,24,6
198,24,5
199,18,0
200,27,37
201,11,5
202,23,6
203,23,3
204,16,0
205,13,0
206,18,18
207,16,0
208,26,27
209,16,0
210,20,0
211,27,55
212,22,17
213,18,9
214,24,4
215,16,14
216,20,5
217,4,0
218,17,15
219,14,18
220,74,67
221,16,3
222,14,4
223,6,1
224,35,6
225,29,11
226,67,40
227,8,0
228,18,8
229,18,10
230,13,11
231,5,1
232,31,14
