TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,10,3
1,1,10
2,2,3
3,1,5
4,39,49
5,1,2
6,1,3
7,3,6
8,1,4
9,1,4
10,1,1
11,2,5
12,1,6
13,50,13
14,10,10
15,1,3
16,2,5
17,4,6
18,2,4
19,8,7
20,6,8
21,2,4
22,1,3
23,21,14
24,1,3
25,19,9
26,8,26
27,4,4
28,28,10
29,26,22
30,42,19
31,2,5
32,2,3
33,9,6
34,4,11
35,8,21
36,1,3
37,1,2
38,6,30
39,1,1
40,41,769
41,5,25
42,1,4
43,1,4
44,7,8
45,1,4
46,18,26
47,1,3
48,4,4
49,12,27
50,1,4
51,5,21
52,12,19
53,4,30
54,1,8
55,25,20
56,1,4
57,2,8
58,1,7
59,49,43
60,32,66
61,3,12
62,29,74
63,7,18
64,61,227
65,2,7
66,14,12
67,4,12
68,21,17
69,4,7
70,21,15
71,8,5
72,10,16
73,2,4
74,9,29
75,24,21
76,3,14
77,2,5
78,2,10
79,1,11
80,17,17
81,2,6
82,6,5
83,25,8
84,1,4
85,27,26
86,26,35
87,1,10
88,45,39
89,6,6
90,17,25
91,72,278
92,48,374
93,17,64
94,2,198
95,31,586
96,20,33
97,23,53
98,1,6
99,15,12
100,1,5
