TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,33,32
1,19,15
2,21,16
3,17,16
4,25,15
5,17,16
6,19,15
7,42,32
8,23,15
9,26,16
10,26,16
11,21,15
12,39,47
13,23,16
14,36,31
15,43,31
16,42,31
17,23,32
18,22,15
19,42,32
20,27,15
21,39,31
22,20,16
23,19,16
24,28,31
25,18,16
26,36,31
27,35,47
28,33,31
29,17,16
30,23,62
31,30,31
32,23,16
33,18,16
34,18,15
35,34,31
36,24,32
37,25,15
38,25,16
39,38,16
40,22,31
41,20,15
42,34,16
43,25,16
44,23,31
45,26,16
46,21,15
47,23,16
48,19,15
49,22,32
50,37,31
51,27,16
52,52,31
53,32,15
54,17,16
55,37,31
56,19,16
57,18,31
58,17,16
59,55,31
60,36,94
61,18,0
62,20,31
63,18,0
64,43,31
65,26,32
66,22,15
67,16,16
68,19,31
69,30,31
70,29,32
71,28,15
72,38,31
73,42,32
74,25,15
75,23,32
76,49,15
77,21,31
78,24,47
79,24,16
80,21,16
81,17,15
82,30,16
83,32,15
84,18,32
85,24,15
86,18,16
87,25,31
88,19,16
89,25,31
90,20,16
91,27,15
92,21,16
93,20,16
94,23,32
95,20,31
96,21,47
97,25,47
98,27,30
99,18,17
100,20,27
101,17,35
102,23,0
103,23,16
104,25,31
105,18,16
106,42,16
107,25,31
108,20,15
109,16,16
110,21,16
111,18,15
112,31,32
113,40,15
114,35,47
115,26,16
116,16,15
117,20,16
118,21,31
119,52,78
120,22,32
121,20,15
122,28,16
123,34,31
124,22,0
125,58,31
126,29,32
127,29,15
128,27,31
129,21,0
130,29,16
131,21,16
132,29,31
133,36,31
134,19,31
135,28,16
136,19,32
137,22,15
138,21,16
139,21,31
140,21,16
141,35,31
142,32,31
143,33,33
144,19,30
145,30,32
146,23,15
147,22,16
148,23,16
149,21,31
150,15,16
151,39,31
152,41,47
153,33,31
154,21,16
155,19,15
156,20,32
157,18,15
158,25,16
159,49,47
160,19,15
161,22,31
162,28,32
163,26,15
164,58,32
165,25,31
166,25,16
167,25,15
168,26,16
169,25,15
170,19,16
171,32,16
172,19,15
173,28,16
174,22,16
175,18,15
176,30,31
177,24,16
178,20,31
179,20,0
180,28,32
181,31,46
182,18,16
183,40,16
184,20,31
185,26,15
186,22,16
187,25,16
188,36,15
189,21,16
190,20,31
191,20,16
192,30,16
193,29,31
194,27,15
195,26,16
196,22,16
197,31,15
198,26,32
199,24,31
200,32,15
201,20,32
202,31,31
203,18,16
204,15,15
205,27,31
206,34,16
207,31,16
208,38,31
209,44,47
210,19,31
211,45,47
212,24,31
213,20,16
214,16,15
215,19,16
216,28,16
217,29,31
218,19,16
219,21,15
220,19,16
221,21,15
222,25,16
223,26,31
224,20,16
225,19,15
226,25,16
227,29,16
228,40,47
229,25,31
230,22,15
231,19,16
232,30,31
233,22,16
234,25,31
235,21,16
236,24,15
237,25,32
238,23,15
239,27,32
240,26,15
241,26,16
242,28,31
243,30,16
244,34,31
245,18,16
246,22,15
247,31,32
248,28,15
249,21,31
250,29,16
251,43,31
252,31,31
253,33,16
254,22,0
255,19,31
256,29,16
257,20,31
258,20,16
259,23,15
260,19,32
261,34,15
262,24,32
263,19,15
264,20,31
265,38,32
266,17,15
267,43,47
268,47,78
269,25,32
270,22,15
271,25,16
272,33,16
273,18,15
274,29,16
275,40,31
276,27,31
277,64,188
278,20,15
279,21,16
280,16,16
281,32,15
282,19,16
283,44,31
284,27,16
285,21,15
286,23,32
287,38,31
288,17,16
289,37,15
290,21,31
291,23,16
292,24,31
293,24,16
294,60,31
295,19,31
296,23,0
297,43,32
298,20,31
299,40,15
300,19,32
301,28,32
302,24,15
303,26,17
304,19,30
305,18,32
306,23,47
307,20,31
308,32,32
309,22,16
310,28,31
311,35,32
312,30,15
313,19,16
314,20,15
315,23,16
316,21,16
317,32,31
318,16,15
319,33,32
320,29,47
321,24,15
322,30,32
323,30,31
324,20,15
325,21,16
326,24,16
327,37,15
328,24,16
329,23,15
330,27,16
331,19,15
332,33,32
333,18,15
334,23,16
335,32,31
336,42,31
337,19,32
338,22,15
339,23,32
340,23,15
341,23,16
342,38,31
343,20,31
344,23,16
345,16,31
346,19,16
347,28,31
348,19,16
349,35,31
350,25,16
351,21,15
352,25,16
353,19,15
354,17,16
355,33,47
356,19,16
357,22,32
358,21,15
359,23,16
360,27,31
361,18,16
362,19,31
363,20,0
364,22,31
365,21,16
366,22,15
367,26,32
368,19,15
369,26,16
370,26,16
371,18,31
372,40,31
373,22,16
374,29,15
375,21,16
376,17,16
377,23,15
378,26,31
379,31,16
380,19,16
381,20,31
382,38,47
383,18,16
384,24,15
385,23,16
386,30,15
387,18,16
388,33,31
389,51,47
390,23,16
391,29,31
392,39,16
393,31,31
394,33,31
395,23,16
396,22,15
397,25,16
398,19,16
399,17,15
400,21,16
401,19,31
402,39,63
403,24,15
404,19,16
405,19,16
406,17,15
407,31,31
408,27,32
409,20,15
410,30,32
411,18,15
412,25,16
413,29,15
414,20,16
415,26,31
416,21,16
417,25,16
418,18,15
419,22,31
420,28,16
421,23,31
422,22,0
423,24,16
424,25,31
425,41,31
426,32,47
427,26,16
428,19,31
429,22,0
430,19,31
431,59,32
432,24,15
433,29,32
434,23,15
435,21,16
436,19,15
437,27,32
438,24,15
439,30,31
440,21,32
441,22,15
442,20,16
443,27,16
444,23,15
445,26,32
446,30,15
447,19,31
