TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,3,0
1,0,0
2,0,1
3,0,0
4,15,3
5,3,1
6,8,1
7,3,0
8,5,1
9,13,1
10,3,1
11,3,0
12,7,1
13,2,0
14,3,0
15,4,1
16,2,0
17,7,1
18,5,2
19,3,1
20,6,1
21,7,0
22,4,1
23,3,0
24,7,2
25,6,1
26,5,0
27,3,1
28,8,0
29,3,1
30,4,0
31,4,1
32,5,1
33,10,1
34,3,7
35,4,1
36,13,3
37,1,0
38,15,3
39,2,1
40,8,1
41,3,0
42,10,1
43,4,1
44,1,0
45,12,1
46,9,0
47,7,2
48,35,27
49,5,1
50,5,1
51,7,10
52,3,1
53,6,1
54,6,0
55,21,19
56,22,3
57,1,0
58,8,1
59,8,0
60,9,1
61,8,1
62,5,0
63,46,18
64,15,2
65,4,1
66,6,0
67,3,2
68,9,0
69,3,1
70,9,1
71,2,0
72,13,6
73,16,3
74,2,1
75,3,0
76,2,0
77,7,0
78,6,1
79,5,1
80,3,0
81,14,2
