TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,3,0
1,0,0
2,9,2
3,0,0
4,15,3
5,3,1
6,8,1
7,2,0
8,5,1
9,13,2
10,3,0
11,3,0
12,7,1
13,2,0
14,3,0
15,4,1
16,2,0
17,7,1
18,5,2
19,3,0
20,6,1
21,7,1
22,4,0
23,3,1
24,7,1
25,6,1
26,5,1
27,3,1
28,8,0
29,3,0
30,3,0
31,5,1
32,5,1
33,4,1
34,3,0
35,3,0
36,23,3
37,1,0
38,17,2
39,2,1
40,8,0
41,3,0
42,8,4
43,4,1
44,1,0
45,12,1
46,3,0
47,7,1
48,35,10
49,5,2
50,5,0
51,7,11
52,3,0
53,3,1
54,6,1
55,21,18
56,22,4
57,0,0
58,8,0
59,8,1
60,9,1
61,8,1
62,5,0
63,28,245
64,15,2
65,4,0
66,4,1
67,3,1
68,9,0
69,3,1
70,10,1
71,2,1
72,13,8
73,0,0
74,2,0
75,2,0
76,2,1
77,2,0
78,6,0
79,4,1
80,3,0
81,14,3
