TraceId, Cost_TRIE_STREAMING, ExecutionTime_TRIE_STREAMING
0,6,1
1,2,4
2,4,9
3,50,24
4,5,1
5,1,0
6,1,1
7,1,2
8,1,1
9,2,2
10,50,105
11,11,3
12,2,1
13,45,26
14,5,1
15,29,70
16,11,7
17,2,3
18,2,4
19,2,3
20,2,2
21,8,4
22,2,2
23,1,2
24,1,0
25,1,1
26,81,56
27,1,2
28,2,2
29,9,3
30,2,2
31,1,1
32,4,2
33,2,3
34,1,0
35,6,2
36,2,2
37,2,1
38,1,1
39,2,2
40,1,1
41,2,2
42,2,1
43,4,1
44,2,1
45,2,2
46,10,5
47,28,16
48,4,5
49,2,2
50,5,2
51,1,0
52,3,1
53,75,62
54,1,1
55,19,8
56,2,4
57,1,1
58,13,6
59,52,34
60,1,1
61,1,1
62,2,2
63,2,3
64,2,2
65,2,0
66,2,2
67,2,2
68,8,2
69,39,4
70,1,1
71,24,15
72,29,14
73,31,6
74,14,183
75,20,14
76,77,55
77,29,23
78,2,2
79,12,5
80,2,2
81,1,1
82,2,3
83,30,15
84,55,5
85,2,2
86,2,2
87,1,0
88,1,1
89,61,314
90,2,2
91,2,2
92,1,2
93,1,2
94,2,2
95,25,12
96,15,5
97,2,2
98,2,2
99,1,0
100,2,1
