TraceId, Cost_DISTANCE, ExecutionTime_DISTANCE
0,3,8
1,0,0
2,0,1
3,0,4
4,0,0
5,0,1
6,0,1
7,0,0
8,0,1
9,0,3
10,0,16
11,0,5
12,0,4
13,0,36
14,0,1
15,0,16
16,0,13
17,0,14
18,0,6
19,4,295
20,0,8
21,0,18
22,0,9
23,0,9
24,0,3
25,0,2
26,21,1601
27,2,246
28,0,12
29,0,18
30,0,9
31,0,5
32,0,21
33,0,28
34,0,6
35,0,14
36,0,12
37,0,12
38,0,7
39,0,15
40,0,6
41,0,14
42,2,145
43,0,5
44,0,14
45,0,16
46,0,22
47,0,51
48,0,16
49,0,18
50,0,6
51,0,12
52,0,7
53,0,179
54,0,26
55,0,45
56,0,44
57,2,155
58,0,47
59,0,130
60,0,21
61,0,8
62,0,21
63,0,16
64,0,24
65,0,18
66,2,165
67,0,42
68,0,32
69,0,50
70,2,134
71,0,99
72,0,83
73,0,68
74,0,53
75,0,70
76,0,349
77,0,101
78,0,37
79,0,59
80,0,33
81,0,36
82,0,50
83,0,110
84,0,61
85,0,15
86,0,30
87,0,16
88,0,32
89,0,360
90,0,48
91,0,43
92,1,303
93,0,63
94,0,60
95,0,127
96,0,82
97,0,48
98,0,47
99,0,26
100,2,100
