TraceId, Cost_DISTANCE, ExecutionTime_DISTANCE
0,0,25
1,0,3
2,0,5
3,0,6
4,0,118
5,0,11
6,0,40
7,0,10
8,0,20
9,0,16
10,0,39
11,0,17
12,0,18
13,0,20
14,0,22
15,0,25
16,0,27
17,0,3
18,0,4
19,0,7
20,0,118
21,0,9
22,0,35
23,0,10
24,0,21
25,0,17
26,0,39
27,0,17
28,0,18
29,0,24
30,0,17
31,0,26
32,0,27
33,0,2
34,0,5
35,0,6
36,0,117
37,0,10
38,0,34
39,0,10
40,0,24
41,0,17
42,0,39
43,0,21
44,0,19
45,0,21
46,0,18
47,0,26
48,0,30
49,0,3
50,0,6
51,0,7
52,0,111
53,0,10
54,0,38
55,0,15
56,0,29
57,0,20
58,0,44
59,0,19
60,0,20
61,0,20
62,0,18
63,0,27
64,0,26
65,0,3
66,0,5
67,0,7
68,0,111
69,0,9
70,0,35
71,0,10
72,0,21
73,0,16
74,0,42
75,0,17
76,0,19
77,0,21
78,0,19
79,0,27
80,0,26
81,0,2
82,0,5
83,0,6
84,0,111
85,0,9
86,0,36
87,0,11
88,0,25
89,0,16
90,0,38
91,0,17
92,0,19
93,0,22
94,0,18
95,0,26
96,0,1
97,0,3
98,0,5
99,0,7
